Neighborhood,ID,Latitude,Longitude,"11 Agriculture, forestry, fishing and hunting","21 Mining, quarrying, and oil and gas extraction",22 Utilities,23 Construction,31-33 Manufacturing,41 Wholesale trade,44-45 Retail trade,48-49 Transportation and warehousing,51 Information and cultural industries,52 Finance and insurance,53 Real estate and rental and leasing,"54 Professional, scientific and technical services",55 Management of companies and enterprises,"56 Administrative and support, waste management and remediation services",61 Educational services,62 Health care and social assistance,"71 Arts, entertainment and recreation",72 Accommodation and food services,81 Other services (except public administration),91 Public administration,Any Job,Avg House Price,Avg Household Income,HAI,Avg House Price Categories,Avg Household Income Categories,HAI Categories,Assault,AutoTheft,Homicide,TheftOver,BreakandEnter,Robbery,All Crimes,Assault Categories,AutoTheft Categories,Homicide Categories,TheftOver Categories,BreakandEnter Categories,Robbery Categories,All Crimes Categories,English,French,Montagnais (Innu),Swampy Cree,Ojibway,Oji-Cree,Ottawa (Odawa),Dene,Sarsi (Sarcee),Mohawk,Dakota,Kabyle,Bilen,Oromo,Somali,Waray-Waray,Amharic,Arabic,Assyrian Neo-Aramaic,Chaldean Neo-Aramaic,Harari,Hebrew,Maltese,Tigrigna,Khmer (Cambodian),Vietnamese,Bikol,Cebuano,Fijian,Hiligaynon,Ilocano,Malagasy,Malay,"Pampangan (Kapampangan, Pampango)",Pangasinan,"Tagalog (Pilipino, Filipino)",Haitian Creole,Kannada,Malayalam,Tamil,Telugu,Albanian,Armenian,Latvian,Lithuanian,Belarusan,Bosnian,Bulgarian,Croatian,Czech,Macedonian,Polish,Russian,Serbian,Serbo-Croatian,Slovak,Slovene (Slovenian),Ukrainian,Scottish Gaelic,Welsh,Afrikaans,Danish,Dutch,German,Icelandic,Norwegian,Swedish,Vlaams (Flemish),Yiddish,Greek,Bengali,Gujarati,Hindi,Kashmiri,Konkani,Marathi,Nepali,Oriya (Odia),Punjabi (Panjabi),Sindhi,Sinhala (Sinhalese),Urdu,Kurdish,Pashto,Persian (Farsi),Catalan,Japanese,Italian,Portuguese,Romanian,Spanish,Georgian,Korean,Mongolian,Akan (Twi),Bamanankan,Edo,Ewe,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Igbo,Lingala,Rundi (Kirundi),Kinyarwanda (Rwanda),Shona,Swahili,Wolof,Yoruba,Dinka,Cantonese,Hakka,Mandarin,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Wu (Shanghainese),Burmese,Tibetan,Lao,Thai,Azerbaijani,Turkish,Uyghur,Uzbek,Estonian,Finnish,Hungarian,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Parkwoods-Donalda,45,43.755033474499996,-79.3301795171,0.5,0.135,0.24,0.475,0.423,0.482,0.623,0.395,0.199,0.144,0.366,0.158,0.3,0.531,0.448,0.573,0.276,0.358,0.713,0.338,0.347,1078666,144666,94.492,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Medium (76-100),458,90,0,17,187,84,836,Low (<588),Low (<105),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.418,0.396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.111,0.675,0.003,0.0,0.6,0.0,0.091,0.286,0.0,0.025,0.0,0.154,0.0,0.333,0.109,0.0,0.571,0.0,0.0,0.282,0.333,0.0,0.088,0.032,0.143,0.188,0.338,0.5,0.1,0.0,0.077,0.731,0.103,0.4,0.241,0.172,0.051,0.172,0.222,0.034,0.0,0.005,0.0,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.0,0.0,0.31,0.134,0.021,0.103,0.0,0.333,0.0,0.025,0.0,0.009,0.069,0.409,0.104,0.824,0.037,0.174,0.0,0.149,0.026,0.017,1.0,0.305,0.038,0.096,0.25,0.026,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.333,0.176,0.0,0.091,0.0,0.058,0.024,0.133,0.0,0.079,0.045,0.0,0.004,0.0,0.25,0.0,0.245,0.167,0.0,0.222,1.0,0.56,0.0,0.0,0.667,0.0,0.0,0.333,0.5,0.0,0.0,0.2,0.5,0.25,0.133,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.273,0.6,0.0,0.1,0.0,0.0,1.0,0.333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.143,0.0,0.0
Pleasant View,46,43.786981759,-79.33494842520001,0.333,0.054,0.18,0.199,0.238,0.227,0.273,0.212,0.077,0.065,0.157,0.075,0.08,0.163,0.24,0.223,0.082,0.167,0.264,0.173,0.154,703000,93000,93.206,"Low (<964,000)","Low (<106,666)",Medium (76-100),290,85,1,24,125,74,599,Low (<588),Low (<105),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.134,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.212,0.003,0.02,0.0,0.0,0.091,0.0,0.0,0.011,0.0,0.077,0.0,0.5,0.022,0.0,0.143,0.0,0.0,0.075,0.0,0.0,0.053,0.017,0.024,0.042,0.182,0.0,0.0,0.0,0.0,0.077,0.0,0.1,0.552,0.028,0.023,0.055,0.222,0.0,0.167,0.005,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.535,0.012,0.016,0.056,0.0,0.667,0.091,0.0,0.0,0.009,0.034,0.136,0.022,0.0,0.006,0.056,0.0,0.06,0.146,0.02,0.2,0.044,0.038,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.073,0.423,0.0,0.211,0.091,0.167,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.333,0.0,0.5,0.333,0.875,0.0,0.0,0.2,0.167,0.5,0.0,0.0,1.0,0.833,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.182,0.2,0.0,0.0,0.0,0.0,0.5,0.333,0.2,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.143,0.0,0.0
Don Valley Village,47,43.783293686899995,-79.3536441306,0.0,0.108,0.18,0.333,0.404,0.349,0.438,0.31,0.136,0.125,0.258,0.146,0.08,0.335,0.344,0.436,0.109,0.301,0.457,0.232,0.264,863000,95000,77.558,"Low (<964,000)","Low (<106,666)",Medium (76-100),472,110,1,35,192,111,921,Low (<588),Medium (105-184),Low (<2),Medium (26-44),Low (<224),Medium (109-192),"Low (<1,138)",0.219,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.056,0.409,0.0,0.0,0.4,0.021,0.091,0.095,0.022,0.007,0.0,0.615,0.0,0.167,0.087,0.0,0.714,0.0,0.0,0.333,0.0,0.25,0.07,0.031,0.19,0.312,0.291,0.0,0.0,0.0,0.077,0.192,0.103,0.2,0.103,0.062,0.082,0.124,0.0,0.025,0.0,0.035,1.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,0.25,0.0,0.0,0.155,0.068,0.036,0.206,0.0,0.0,0.455,0.0,0.333,0.017,0.138,0.182,0.033,1.0,0.031,0.338,0.0,0.134,0.007,0.011,0.747,0.197,0.0,0.169,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.17,0.049,0.439,0.0,0.263,0.318,0.0,0.007,0.0,0.25,0.6,0.223,0.0,0.273,0.333,0.4,0.26,0.0,0.0,0.333,0.0,0.5,0.667,0.75,0.0,0.0,0.6,0.167,0.25,0.067,0.0,1.0,0.833,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.182,0.2,0.0,0.1,0.0,0.0,0.5,0.333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.143,0.0,0.0
Hillcrest Village,48,43.8029878281,-79.3548039999,0.0,0.108,0.14,0.132,0.222,0.216,0.246,0.18,0.085,0.081,0.169,0.095,0.04,0.138,0.203,0.276,0.051,0.15,0.189,0.13,0.151,899000,104000,81.506,"Low (<964,000)","Low (<106,666)",Medium (76-100),340,111,1,30,221,93,796,Low (<588),Medium (105-184),Low (<2),Medium (26-44),Low (<224),Low (<109),"Low (<1,138)",0.137,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.089,0.0,0.0,0.0,0.021,0.0,0.048,0.0,0.005,0.0,0.0,0.0,0.0,0.022,0.0,0.286,0.0,0.0,0.033,0.0,0.0,0.018,0.012,0.0,0.042,0.051,0.167,0.0,0.0,0.0,0.115,0.034,0.2,0.069,0.034,0.025,0.041,0.222,0.025,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.039,0.009,0.018,0.065,0.0,0.0,0.273,0.013,0.0,0.007,0.103,0.227,0.018,0.0,0.0,0.093,0.0,0.134,0.002,0.007,0.263,0.057,0.0,0.108,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.091,0.0,0.266,0.049,0.474,0.0,0.237,0.455,0.167,0.0,0.077,0.0,0.0,0.064,0.0,0.0,0.0,0.4,0.12,0.0,0.0,0.333,0.0,0.5,0.333,0.75,0.0,0.0,0.6,0.167,0.25,0.0,0.0,1.0,0.667,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.182,0.8,0.0,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.333,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.143,0.0,0.0
Bayview Woods-Steeles,49,43.7968018666,-79.3821179542,0.0,0.0,0.08,0.11,0.118,0.183,0.204,0.08,0.045,0.064,0.154,0.072,0.0,0.092,0.232,0.235,0.051,0.108,0.185,0.119,0.118,1100000,124000,79.422,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Medium (76-100),306,111,1,15,221,28,682,Low (<588),Medium (105-184),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.122,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.044,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.167,0.022,0.0,0.286,0.0,0.0,0.014,0.0,0.0,0.0,0.006,0.048,0.042,0.036,0.167,0.0,0.5,0.0,0.0,0.069,0.0,0.103,0.021,0.034,0.041,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.133,0.0,0.0,0.0,0.0,0.0,0.058,0.007,0.004,0.028,0.0,0.0,0.091,0.0,0.0,0.001,0.034,0.045,0.01,0.059,0.012,0.153,0.0,0.03,0.022,0.004,0.179,0.03,0.0,0.137,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.128,0.0,0.233,0.0,0.184,0.364,0.167,0.0,0.0,0.0,0.2,0.064,0.0,0.0,0.111,0.0,0.12,0.0,0.0,0.333,0.0,0.25,0.333,0.75,0.0,0.0,0.4,0.167,0.0,0.067,0.0,1.0,0.333,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.333,0.143,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.5,0.0
Newtonbrook East,50,43.791535791,-79.4059374472,0.333,0.108,0.18,0.216,0.178,0.176,0.315,0.13,0.07,0.075,0.157,0.093,0.08,0.163,0.212,0.217,0.085,0.168,0.311,0.151,0.155,1100000,101000,64.691,"Medium (964,000-1,432,000)","Low (<106,666)",Low (<76),413,72,1,32,309,55,882,Low (<588),Low (<105),Low (<2),Medium (26-44),Medium (224-353),Low (<109),"Low (<1,138)",0.12,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.103,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.009,0.0,0.077,0.0,0.333,0.022,0.0,0.571,0.0,0.0,0.096,0.0,0.25,0.035,0.004,0.071,0.021,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.172,0.021,0.048,0.028,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.0,0.04,0.071,0.019,0.001,0.121,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.01,0.235,0.0,0.363,0.0,0.045,0.054,0.011,0.074,0.048,0.038,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.024,0.242,0.0,0.263,0.227,0.167,0.0,0.0,0.0,0.1,0.064,0.0,0.0,0.111,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.2,0.167,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.111,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.143,0.5,0.0
Willowdale East,51,43.7706022616,-79.40148378960001,0.333,0.27,0.68,0.374,0.46,0.77,0.774,0.345,0.25,0.399,0.662,0.378,0.38,0.417,0.708,0.759,0.235,0.434,0.799,0.597,0.515,962000,100000,73.238,"Low (<964,000)","Low (<106,666)",Low (<76),288,71,0,29,164,74,626,Low (<588),Low (<105),Low (<2),Medium (26-44),Low (<224),Low (<109),"Low (<1,138)",0.411,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.009,0.0,0.028,0.601,0.003,0.0,0.0,0.125,0.0,0.095,0.0,0.032,0.0,0.077,0.0,0.0,0.022,0.0,1.0,0.0,0.0,0.073,0.0,1.0,0.158,0.023,0.286,0.062,0.076,0.833,0.0,0.0,0.077,0.308,0.103,0.0,0.069,0.048,0.17,0.097,0.333,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.286,0.133,0.0,0.0,0.0,0.0,0.0,0.039,0.059,0.012,0.271,0.0,0.0,0.727,0.0,0.0,0.006,0.069,0.045,0.03,0.235,0.006,1.0,0.0,1.0,0.026,0.057,0.232,0.218,0.019,1.0,0.5,0.026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.049,1.0,0.0,0.921,0.773,0.0,0.004,0.0,0.75,0.8,0.191,0.0,0.0,0.111,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.375,0.0,0.0,0.2,0.333,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.6,0.0,1.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.333,1.0,0.0,0.0,1.0,0.286,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayview Village,52,43.7763605236,-79.3771168597,0.167,0.108,0.3,0.185,0.198,0.381,0.428,0.189,0.105,0.134,0.258,0.159,0.18,0.21,0.338,0.38,0.119,0.165,0.421,0.205,0.228,838000,111000,93.324,"Low (<964,000)","Medium (106,666-152,333)",Medium (76-100),358,95,0,38,187,41,719,Low (<588),Low (<105),Low (<2),Medium (26-44),Low (<224),Low (<109),"Low (<1,138)",0.206,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.158,0.003,0.0,0.0,0.042,0.0,0.048,0.022,0.014,0.0,0.077,0.0,0.0,0.043,0.0,0.714,0.0,0.0,0.07,0.0,0.25,0.053,0.006,0.024,0.104,0.073,0.167,0.0,0.5,0.0,0.154,0.034,0.0,0.103,0.021,0.042,0.055,0.111,0.0,0.056,0.005,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.019,0.014,0.01,0.084,0.0,0.0,0.091,0.025,0.0,0.001,0.034,0.0,0.01,0.118,0.018,0.363,0.333,0.239,0.009,0.018,0.347,0.135,0.0,0.317,0.25,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.235,0.0,0.0,0.0,0.162,0.024,0.283,0.0,0.263,0.227,0.0,0.0,0.0,0.25,0.0,0.106,0.0,0.091,0.111,0.2,0.12,0.0,0.0,0.333,0.0,0.0,0.333,0.625,0.0,0.0,0.4,0.333,0.0,0.067,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.6,0.0,0.5,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.222,0.0,0.0,0.0,0.333,0.286,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Farm,53,43.7711441425,-79.3412406671,0.167,0.108,0.2,0.158,0.192,0.209,0.315,0.159,0.106,0.09,0.175,0.117,0.08,0.212,0.186,0.207,0.058,0.222,0.217,0.097,0.165,623000,87000,98.389,"Low (<964,000)","Low (<106,666)",Medium (76-100),471,95,3,38,178,50,835,Low (<588),Low (<105),Medium (2-4),Medium (26-44),Low (<224),Low (<109),"Low (<1,138)",0.133,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.083,0.483,0.003,0.0,0.0,0.021,0.0,0.095,0.0,0.002,0.0,0.231,0.0,0.167,0.065,0.0,0.571,0.5,0.0,0.169,0.0,0.25,0.263,0.029,1.0,0.021,0.047,0.0,0.0,0.0,0.0,0.038,0.034,0.0,0.034,0.014,0.04,0.028,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.143,0.133,0.0,0.0,0.0,0.0,0.0,0.045,0.071,0.026,0.318,0.0,0.333,0.727,0.013,0.667,0.007,0.103,0.182,0.065,0.412,0.037,0.167,0.0,0.09,0.004,0.017,0.189,0.101,0.0,0.081,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.059,0.0,0.0,0.0,0.052,0.049,0.204,0.0,0.0,0.227,0.167,0.007,0.0,0.0,0.2,0.043,0.0,0.0,0.111,0.0,0.08,0.0,0.0,0.667,0.0,0.0,0.333,0.625,0.0,0.0,0.4,0.333,0.5,0.133,0.0,1.0,0.833,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.182,0.2,0.0,0.0,0.0,0.0,1.0,0.667,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.143,0.0,0.0
O'Connor-Parkview,54,43.7068004906,-79.3122277655,0.667,0.162,0.18,0.297,0.192,0.234,0.332,0.257,0.13,0.079,0.157,0.065,0.08,0.228,0.27,0.27,0.122,0.252,0.335,0.224,0.183,1160333,115333,70.03,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Low (<76),818,88,1,33,213,113,1266,"Medium (588-1,027)",Low (<105),Low (<2),Medium (26-44),Low (<224),Medium (109-192),"Medium (1,138-1,773)",0.258,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.361,0.069,0.003,0.0,0.0,0.042,0.0,0.381,0.0,0.018,0.0,0.231,0.0,0.167,0.0,0.0,0.0,0.0,1.0,0.169,0.0,0.0,0.0,0.022,0.048,0.271,0.011,0.167,0.0,0.0,0.154,0.462,0.276,0.3,0.655,0.028,0.012,0.103,0.222,0.134,0.0,0.01,0.0,0.0,0.5,0.0,0.0,0.267,0.0,0.0,0.25,0.0,0.0,0.51,0.113,0.008,0.037,0.0,0.0,0.0,0.025,0.333,0.007,0.172,0.0,0.055,0.059,0.037,0.045,0.0,0.119,0.02,0.01,0.063,0.064,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.059,0.0,0.091,0.0,0.016,0.049,0.012,0.0,0.026,0.0,0.0,0.004,0.0,0.25,0.1,0.064,0.0,0.0,0.111,0.0,0.62,1.0,0.0,0.333,0.333,0.5,0.333,0.625,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.091,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.4,1.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.143,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.5,0.143,0.0,0.0
